"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17"
"3178","3","1","0","1","1","0","0","0","0","0","0","1",38.44,7.236071429,0.006129007,1874,8.595324727,0.52,1.143100975,0.070178132,0.031357194,0.212222937,0.036697128,3.99,69.48
"8510","4","1","0","1","1","0","0","0","0","0","0","1",64.03751173,7.535130581,0.009007089,2754,12.63154979,0.199242351,1.679882649,0.103132644,0.046082024,0.311879386,0.041803489,1.280582683,69.5
"4962","3","1","0","1","1","0","0","0","0","0","0","1",638.7177,7.503225806,0.019730239,6032.701,27.66970335,0.436444999,3.679821981,0.225914454,0.100943744,0.683179042,0.091571513,2.805146128,69.52
"3009","3","1","0","1","1","0","0","0","0","0","0","1",44.5,8.044517241,0.017268527,5280.01,24.21739622,0.381990415,3.220696146,0.197727448,0.088349146,0.11,0.080146274,2.455152278,69.6
"3319","2","1","0","1","1","0","0","0","0","0","0","1",12.413485,7.897333333,0.007796987,2384,0.170389,0.025702,1.454190354,0.08927677,0.039890902,0.269978379,0.036187188,0.010989,69.6
"6371","2","1","0","1","1","0","0","0","0","0","0","1",32.67593276,7.624413979,0.010083365,3083.081,14.14091908,0.22305022,1.880615206,0.14332828,0.04,0.231628203,0.082,1.433602084,69.76
"2202","5","1","0","1","1","0","0","0","0","0","0","1",120.748383,7.283870968,0.017389504,5317,24.38705527,0.384666514,3.243259275,0.199112661,0.088968091,0.602128792,0.080707752,1.44036,69.791
"10181","3","0","1","1","0","0","0","0","0","1","1","0",17.79,7.473833334,0.006193993,1893.87,4.61,0.2,1.155221261,0.07092223,0.031689674,0.214473134,0.11,0.880630765,69.902
"2248","3","1","0","1","1","0","0","0","0","0","0","1",65.001627,7.709310345,0.007626756,3756,17.22734241,0.271733576,2.291081783,0.047029673,0.062848251,0.425351842,0.020043488,2.210434,70.135
"6401","2","1","0","1","1","0","0","0","0","0","0","1",24.91978371,7.624413979,0.007689919,2351.263,10.78434845,0.170105725,1.434221466,0.109307048,0.208,0.176647588,0.039,1.093313973,70.15
"6391","2","1","0","1","1","0","0","0","0","0","0","1",32.24570918,7.624413979,0.009950603,3042.488,13.95473444,0.220113457,1.855854321,0.141441166,0.067,0.228578499,0.1,1.414726742,70.17
"4824","3","1","0","1","1","0","0","0","0","0","0","1",39.3751,7.6,0.00889262,2719,20.76152586,0.12598076,1.658533378,0.101821953,0.045496377,0.307915777,0.013055877,3.59876,70.266
"3083","4","1","0","1","1","0","0","0","0","0","0","1",941.791,7.455483871,0.152352991,46583.321,213.6599631,3.37014175,28.41485573,4.387,0.474,0.183,0.341,28.637,70.408
"4691","2","1","0","1","1","0","0","0","0","0","0","1",28.70617026,7.116774194,7.81e-05,1234.5388,5.662359591,0.089314602,0.753042959,0.046231391,0.020657243,0.139806537,0.000119251,0.574048297,70.43
"2249","3","1","0","1","1","0","0","0","0","0","0","1",100.214267,7.701290323,0.01065431,5247,24.06599191,0.379602256,3.200560733,0.0656988,0.087796797,0.594201575,0.028000048,5.080839,70.49
"4518","4","1","0","1","1","0","0","0","0","0","0","1",105.375042,7.473833334,0.024339419,7442,33.67916576,0.577535856,4.539465023,0.384205864,0.124525208,2.575026625,0.11296353,1.168577777,70.51
"3856","2","1","0","1","1","0","0","0","0","0","0","1",37.82435855,7.473833334,0.006495,1626.676,7.460943674,0.117684368,0.992238485,0.060916266,0.027218781,0.184214492,0.0396,0.756388205,70.577
"2145","2","1","0","1","1","0","0","0","0","0","0","1",12.22,7.33,4.58e-05,14,7.7,7.87e-05,0.008539708,0.000524276,0.000234259,0.001585443,0.000212509,0.09,70.72
"3857","2","1","0","1","1","0","0","0","0","0","0","1",47.51096695,7.473833334,0.03,2043.2587,9.371649961,0.147822682,1.246345257,0.076516584,0.03418936,0.231390802,0.0125,0.950095029,70.768
"6361","2","1","0","1","1","0","0","0","0","0","0","1",22.965,7.339333333,0.010904488,3334.147,15.29246326,0.241213975,2.033760238,0.155,0.016,0.212,0.005,1.550345284,70.91
"5671","2","1","0","1","1","0","0","0","0","0","0","1",82.44571532,7.473833334,0.011596265,3545.664,16.26261123,0.256516496,2.162781203,0.132779123,0.059328749,0.401532139,0.053820307,1.648698591,71.067
"7771","4","1","0","1","1","0","0","0","0","0","0","1",56.89142303,7.770384615,0.008001968,2446.675,11.22196698,0.177008453,1.492420799,0.091623842,0.040939628,0.27707607,0.037138544,1.137679607,71.1
"4938","4","1","0","1","1","0","0","0","0","0","0","1",945.351,7.526385967,0.153141965,46824.557,214.7664208,3.387594338,28.56200467,1.753500499,0.783504125,23.632,0.710758835,21.77295456,71.109
"6341","2","1","0","1","1","0","0","0","0","0","0","1",23.29992459,7.624413979,0.007190051,2198.424,10.08333413,0.159048354,1.340992859,0.102201769,0.019,0.165164976,0.106,1.022245354,71.29
"1760","5","1","0","1","1","0","0","0","0","0","0","1",70.79211127,6.637555556,0.009957146,3044.4886,13.96391043,0.220258194,1.857074646,0.114010951,0.0509427,0.344776047,0.04621287,1.415657001,71.484
"10061","3","1","0","1","1","0","0","0","0","0","0","1",210.407,7.193884259,0.010237208,3130.12,14.35666907,3.066,1.909308016,0.117217702,0.05237555,0.354473458,0.095,55.894,71.59
"48210","2","0","1","1","0","0","0","0","0","1","1","0",136.9147114,7.518064516,0.000697,5888.16,27.0067488,0.425987959,3.591654981,0.220501638,0.098525174,0.666810357,0.001556,2.737935996,71.61
"2367","5","1","0","1","1","0","0","0","0","0","0","1",620.874018,7.80135,0.076687811,23448,107.5470513,5.989492,14.3027917,0.337576586,0.392349782,0.234290423,0.927802682,3.433843,71.65
"2894","2","1","0","1","1","0","0","0","0","0","0","1",64.42831727,8.011333333,0.009062058,2770.807,12.7086371,0.200458279,1.690134569,0.103762038,0.004436251,0.654,0.010964628,1.288397772,71.68
"3195","4","1","0","1","1","0","0","0","0","0","0","1",10.47,7.239677419,0.002465993,754,0.931021189,0.14,0.459924298,0.028236025,0.012616502,0.085387457,0.011445109,0.151817262,71.8
"4489","4","1","1","1","1","0","0","0","0","1","1","0",32.557,7.372333333,0.001909143,583.738,2.677384026,0.04223142,0.356068024,0.021860001,0.009767548,0.066105973,0.00886067,8.831,72.01
"5710","4","0","1","1","0","0","0","0","0","1","1","0",107.275563,7.473833334,0.019518631,5968,27.00850057,0.463146195,3.640355719,0.308108116,0.099861118,2.065003883,0.090589404,0.937123377,72.2
"2146","2","1","0","1","1","0","0","0","0","0","0","1",27.367777,7.480714286,0.004928716,1507,12.16962217,0.008471435,0.919238617,0.056434602,0.025216271,0.170661668,0.022875039,0.330505,72.24
"4710","4","1","0","1","1","0","0","0","0","0","0","1",190.900129,7.473833334,0.02518322,7700,34.84675844,0.597557926,4.69683965,0.397525552,0.12884226,2.664297906,0.116879761,1.209090148,72.25
"3767","4","1","0","1","1","0","0","0","0","0","0","1",297.136805,7.732666667,0.026236337,8022,36.7938607,0.229142,4.893252945,0.300410338,0.129239,0.908459125,0.243018,1.227125,72.3
"3741","4","1","0","1","1","0","0","0","0","0","0","1",231.071,7.734,0.044052553,13469.471,61.77933679,4.468,8.216096813,0.504408918,0.081,1.525363232,0.341,13.078,72.337
"5901","3","1","0","1","1","0","0","0","0","0","0","1",167.7855123,7.445925926,0.023599591,7215.791,33.09608688,0.522037459,4.401482244,0.368151956,0.013533402,0.290153341,0.009078003,3.355271243,72.5
"2343","1","1","0","1","1","0","0","0","0","0","0","1",13.93429,7.215666667,0.003976986,1216,5.577329172,0.06,0.741734677,0.045537144,0.020347037,0.137707093,0.018457895,0.41329,72.62
"4313","2","0","1","1","0","0","0","0","0","1","1","0",228.3779268,7.473833334,0.032122116,9821.631,45.04808313,0.710560947,5.990990378,0.302388101,0.025065866,0.573,0.007581078,4.566960996,72.65
"3858","2","1","0","1","1","0","0","0","0","0","0","1",30.33664111,7.473833334,0.022968,1304.6589,5.983973801,0.094387548,0.79581476,0.04885727,0.021830546,0.147747355,0.0132,0.606653448,72.71
"2703","4","0","1","1","0","0","0","0","0","1","1","0",191.5294311,7.473833334,0.026939253,8236.923,37.7796307,0.595912818,5.024351499,0.308458841,0.57664633,0.932798288,0.027993587,3.830087494,73.029
"1941","2","0","1","1","0","0","0","0","0","1","1","0",127.026639,7.937333333,0.005075891,1552,30.42413171,1.787778,0.94668768,0.058119776,0.025969245,0.175757737,0.023558102,11.959681,73.157
"2250","3","1","0","1","1","0","0","0","0","0","0","1",72.029027,7.5566389,0.009011593,4438,20.35541683,0.321073912,2.70708758,0.055569139,0.074259994,0.502585589,0.023682907,0.656605,73.29
"5681","2","1","0","1","1","0","0","0","0","0","0","1",51.62704661,7.473833334,0.007261516,2220.275,10.18355635,0.160629198,1.354321514,0.083145545,0.037151331,0.251437183,0.033701975,1.032405852,73.394
"1932","2","1","0","1","1","0","0","0","0","0","0","1",128.90415,7.693083333,0.004287689,1311,25.6997659,1.124852,0.799682699,0.049094734,0.02193665,0.148465459,0.019899918,4.294148,73.5
"6411","2","1","0","1","1","0","0","0","0","0","0","1",21.84011292,7.624413979,0.006739573,2060.686,9.451582353,0.149083487,1.256975547,0.095798515,0.015,0.154816885,0.061,0.95819855,73.5
"4660","4","1","0","1","1","0","0","0","0","0","0","1",32.88,7.181321165,0.029082714,8892.306,40.78562307,0.33,5.424121481,0.333001826,0.013,1.007017768,0.02,10.91,73.65
"1668","4","1","0","1","1","0","0","0","0","0","0","1",904.023,7.473833334,0.161966453,49522.725,227.1418905,3.582797437,30.20783096,1.854542329,0.828651925,5.608248746,0.751714839,23.02757592,73.7
"1382","4","1","0","1","1","0","0","0","0","0","0","1",81.114446,7.555967742,0.021832449,6675.471,30.61784469,0.235939,4.071898296,0.249985103,0.017743,0.75597015,0.101328241,1.35948,73.75
"4814","4","1","0","1","1","0","0","0","0","0","0","1",135.81453,7.473833334,0.023773614,7269,32.140259,0.283462,4.433938626,0.377161,0.12163044,2.149639,0.11033753,1.17607,73.84
"2664","4","1","0","1","1","0","0","0","0","0","0","1",195.4017008,7.473833334,0.0274839,8403.454,38.54344501,0.607960759,5.125931941,0.314695146,0.941,0.951657251,0.03,3.907522757,73.85
"3656","2","1","0","1","1","0","0","0","0","0","0","1",127.752048,7.657741935,0.02757072,8430,6.54,0.08,5.142124448,0.315689248,0.141057176,0.954663479,0.071487423,1.568569,73.995
"3010","3","1","0","1","1","0","0","0","0","0","0","1",325.67,6.809,0.020366978,6227.39,28.56266769,0.450530073,3.798578217,0.233205228,0.104201429,0.55,0.094526734,2.895674581,74
"1591","4","1","0","1","1","0","0","0","0","0","0","1",104.5972461,7.53842742,0.010026364,3065.6524,8.984051038,0.090524348,1.869984123,0.1148035,0.051296829,0.347172762,0.048502519,1.425497958,74.068
"4282","3","1","0","1","1","0","0","0","0","0","0","1",2.87285206,7.473833334,0.000404076,123.55,0.566676825,0.008938414,0.075362927,0.004626739,0.002067333,0.013991539,0.001875389,0.057449525,74.13
"3742","4","1","0","1","1","0","0","0","0","0","0","1",236.308,7.703333333,0.04660516,14249.954,65.35911525,3.142,8.69217519,0.533636687,0.054,1.613749781,0.366,5.381,74.356
"2251","3","1","0","1","1","0","0","0","0","0","0","1",89.742854,7.558709677,0.01006342,4956,22.73128567,0.358549415,3.023056793,0.062055127,0.082927564,0.561246999,0.026447158,1.547698,74.39
"7781","4","1","0","1","1","0","0","0","0","0","0","1",188.0679641,7.832,0.026452386,8088.059,37.09684819,0.585143024,4.933547559,0.302884136,0.135335559,0.91594004,0.122770182,3.760867211,74.4
"2864","4","1","0","1","1","0","0","0","0","0","0","1",66.518,7.642666667,0.004498672,1375.51,6.30894083,0.099513379,0.839032455,0.051510524,0.02301608,0.155770956,0.020879127,6.113,74.44
"4701","2","1","0","1","1","0","0","0","0","0","0","1",105.9847065,7.171290323,0.000288196,4557.982871,20.90573259,0.329754256,2.780274633,0.170688753,0.076267638,0.516173165,0.000440283,2.119416825,74.5
"2294","2","1","0","1","1","0","0","0","0","0","0","1",65.608524,7.588947348,0.009003819,2753,12.62696317,0.148465917,1.67927267,0.103095196,0.009352538,0.111340794,0.041788309,0.450022,74.56
"1846","2","1","0","1","1","0","0","0","0","0","0","1",23.30056485,6.36925,0.003277302,1002.0651,4.596091212,0.072495935,0.611238843,0.037525644,0.016767316,0.113479829,0.015210536,0.465950332,74.847
"2946","2","0","1","1","0","0","0","0","0","1","1","0",78.47,8.265247452,0.014043505,4293.93,19.69462257,0.310650947,2.61920788,0.160800419,0.92,2.54,0.065178378,1.996634859,74.87
"2761","4","0","1","1","0","0","0","0","0","1","1","0",150.0020116,7.473833334,0.021098283,6450.993,29.58824954,0.466706975,3.93497139,0.241578782,0.451617848,0.730548923,0.021924016,2.999647759,74.993
"3778","4","0","1","1","0","0","0","0","0","1","1","0",152.54,7.417037037,0.022243554,6801.17,31.19437816,0.22,4.148572068,0.254692319,0.050124,0.770205055,0.185626,0.97,75.015
"2865","4","1","0","1","1","0","0","0","0","0","0","1",128.7789,7.527307692,0.004763415,1456.4576,6.680216661,0.105369657,0.888408806,0.054541875,0.024370557,0.164937945,0.022107846,0.97,75.1
"3924","4","1","0","1","1","0","0","0","0","0","0","1",280.5522221,7.300333333,0.213,12065.441,55.33958558,0.87289282,7.359667751,0.451830368,0.201888141,1.3663625,0.183143618,5.61031039,75.17
"4271","3","0","1","1","0","0","0","0","0","1","1","0",5.195223346,7.473833334,0.000730725,223.426,1.024770023,0.016164096,0.136285207,0.008366926,0.003738534,0.025302093,0.003391426,0.103890874,75.179
"8681","2","1","0","1","1","0","0","0","0","0","0","1",11.69035703,7.355806452,0.001644288,502.756,2.305950415,0.036372653,0.30667069,0.018827362,0.008412496,0.056935088,0.007631429,0.233776553,75.26
"3859","2","1","0","1","1","0","0","0","0","0","0","1",44.64422798,7.473833334,0.006566124,1919.9716,8.806178959,0.138903288,1.171142693,0.071899691,0.032126426,0.217429035,0.0041,0.89276775,75.275
"3627","4","1","0","1","1","0","0","0","0","0","0","1",325.255,7.04,0.01789238,5470.759,25.09228928,0.395790444,3.337049063,0.204870676,0.091540903,0.619541378,0.083041689,7.674784916,75.35
"4283","3","1","0","1","1","0","0","0","0","0","0","1",1.489186057,7.473833334,0.000209459,64.044,0.293745452,0.004633361,0.039065506,0.00239834,0.001071633,0.007252725,0.000972136,0.029779825,75.36
"4023","2","1","0","1","1","0","0","0","0","0","0","1",90.16872295,7.504516129,0.012682531,3877.8,17.78599265,0.280545384,2.365377246,0.145217054,0.064886301,0.4391452,0.058861862,1.803138537,75.51
"5861","3","1","0","1","1","0","0","0","0","0","0","1",154.4835445,7.445925926,0.021728625,6643.726,30.47224246,0.480650539,4.052534507,0.338965018,0.012460479,0.267150101,0.008358302,3.089266692,75.53
"2470","1","1","0","1","1","0","0","0","0","0","0","1",3.79409,8.362258065,0.001223185,374,3.609751244,0.013410523,0.228132212,0.014005668,0.006258053,0.042353991,0.005677017,0.432666,75.573
"4713","2","1","0","1","1","0","0","0","0","0","0","1",153.104064,6.997666667,0.001086,6584.4,30.20013668,0.476358509,4.016346882,0.246574649,0.110175192,0.745656727,0.00062,3.06168069,75.666
"2965","2","1","0","1","1","0","0","0","0","0","0","1",1009.112,7.68,1.522095036,54502.92,249.9841494,3.943097277,33.2456462,2.041042212,0.911984338,1.841,0.722108686,21.457,75.71
"30810","3","0","1","1","0","0","0","0","0","1","1","0",106.989824,7.6605,0.015048475,4601.209,21.10399439,0.332881517,2.806641671,0.056477188,0.08629984,0.154521291,0.096,2.139516546,75.74
"3860","2","1","0","1","1","0","0","0","0","0","0","1",44.34044742,7.473833334,0.00539,1906.9072,8.746257528,0.137958124,1.163173681,0.071410451,0.031907823,0.215949545,0.0579,0.886692934,75.744
"2410","4","1","0","1","1","0","0","0","0","0","0","1",22.004193,7.434242433,0.004555873,1393,6.389160803,0.025275,0.849700991,0.052165495,0.023308736,0.157751628,0.021144611,0.16838,75.854
"2344","1","1","0","1","1","0","0","0","0","0","0","1",9.104216,6.989103448,0.002616438,800,3.669295508,0.039473684,0.48798334,0.029958648,0.013386209,0.090596771,0.012143352,0.296106,75.98
"3861","2","1","0","1","1","0","0","0","0","0","0","1",34.22800352,7.473833334,0.005034141,1472.011,6.751554187,0.106494892,0.897896056,0.055124323,0.024630808,0.166699305,0.0035,0.684470514,76.038
"1383","4","1","0","1","1","0","0","0","0","0","0","1",67.035859,7.555967742,0.01802072,5510,25.27227281,0.372458,3.360985256,0.206340185,0.018993,0.623985263,0.083637335,0.884511,76.5
"2147","2","1","0","1","1","0","0","0","0","0","0","1",39.348463,7.543548387,0.005435651,1662,13.42130859,0.009342751,1.013785389,0.06223909,0.027809849,0.188214793,0.025227813,1.281104,76.67
"5891","3","1","0","1","1","0","0","0","0","0","0","1",109.727416,7.445925926,0.015433527,4718.942,21.64399085,0.341399091,2.87845635,0.240761925,0.008850497,0.189752834,0.00593678,2.194261224,76.793
"1671","4","0","1","1","0","0","0","0","0","1","1","0",1385.169,7.473833334,0.149010082,45561.196,208.9718648,3.296194551,27.79138076,1.706189765,0.762364607,5.159621574,0.691582038,21.18550423,76.8
"4551","2","1","1","1","1","0","0","0","0","1","1","0",12.2,7.108387097,0.002369905,724.62,3.323556139,0.052423744,0.21,0.027135794,0.012124893,0.54,0.010999144,0.336941113,76.91
"5691","2","1","0","1","1","0","0","0","0","0","0","1",71.01892591,7.473833334,0.009989049,3054.243,14.00865015,0.220963891,1.863024626,0.114376237,0.051105918,0.345880694,0.046360934,1.4201927,77.044
"3771","4","1","0","1","1","0","0","0","0","0","0","1",75.76,7.41625,0.010092911,3086,14.15430742,0.12,1.882395735,0.115565483,0.023106,0.349477046,0.11383,0.46,77.09
"4024","2","1","0","1","1","0","0","0","0","0","0","1",68.54352961,7.157096774,0.009640876,2947.786,13.52037241,0.213262096,1.798088073,0.110389602,0.049324599,0.333824868,0.044745003,1.370691251,77.18
"3239","2","1","0","1","1","0","0","0","0","0","0","1",170.7655454,7.186865592,0.008372603,2560,27.94335806,0.62636447,1.561546689,0.05140952,0.042835868,0.289909669,0.038858726,1.190374608,77.215
"4078","2","1","0","1","1","0","0","0","0","0","0","1",15.55595329,7.473833334,0.002187997,669,3.068448368,0.04839983,0.408076068,0.025052919,0.011194217,0.07576155,0.010154878,0.311078364,77.3
"4791","2","1","0","1","1","0","0","0","0","0","0","1",125.2149603,7.287096774,0.000342,5385,24.69894539,0.389586078,3.284737859,0.201659146,0.090105918,0.609829518,0.000485,2.503971587,77.34
"3311","3","1","0","1","1","0","0","0","0","0","0","1",250.2177971,7.473833334,0.007357065,2249.49,10.31755444,0.162742802,1.372142055,0.084239598,0.037640179,0.254745664,0.026293518,1.045990538,77.44
"3873","3","1","0","1","1","0","0","0","0","0","0","1",16.42571477,7.473833334,0.001,706.405,3.240010866,0.051105952,0.430892339,0.026453673,0.011820106,0.079997515,0.044,0.328471318,77.492
"48410","2","0","1","1","0","0","0","0","0","1","1","0",143.7170112,7.373,0.001304,6180.7,28.34851843,0.447152214,3.770098289,0.231456766,0.103420176,0.699939331,0.006059,2.873964195,77.57
